index,ZIPCODE,AGE,EJECTION,DRIVER_ACTION,BAC_RESULT,UNIT_TYPE,VEHICLE_YEAR,VEHICLE_TYPE,TRAVEL_DIRECTION,MANEUVER,FIRST_CONTACT_POINT,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,STREET_DIRECTION,NUM_UNITS,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,CRASH_YEAR,FATAL_DEGREE,SEX,INTERSECTION_RELATED,HIT_AND_RUN,REPORTYPE,DAMAGE_COST,FATAL_COND
110074,60628,25.0,0.0,0.0,0.0,1,2017.0,4,8,2,5.0,30,2,1,2,2,2,0,1,2,0,1,3,0,6,7,2020,1.0,1,1,1,0,3,4
110075,60628,25.0,0.0,0.0,0.0,1,2006.0,4,8,2,3.0,30,2,1,2,2,2,0,1,2,0,1,3,0,6,7,2020,1.0,1,1,1,0,3,4
110164,60615,64.0,0.0,0.0,0.0,1,2019.0,1,2,-1,1.0,30,1,1,1,1,6,0,1,1,0,2,2,4,4,7,2020,0.0,0,0,1,1,2,3
110396,0,36.9,0.0,5.0,0.0,1,2011.0,3,2,4,4.0,30,1,1,1,1,9,1,1,1,0,2,2,19,7,7,2020,2.0,1,1,1,1,3,4
110398,60651,19.0,1.0,0.0,0.0,1,2011.0,3,2,4,4.0,30,1,1,1,1,9,1,1,1,0,2,2,19,7,7,2020,2.0,1,1,1,1,3,2
110422,0,36.9,0.0,-1.0,0.0,1,2006.0,1,1,1,1.0,30,1,1,1,2,2,0,1,1,0,1,2,22,7,7,2020,2.0,1,1,1,1,3,4
110423,0,36.9,0.0,-1.0,0.0,1,2003.0,1,3,2,5.0,30,1,1,1,2,2,0,1,1,0,1,2,22,7,7,2020,2.0,1,1,1,1,3,4
110424,60623,29.0,0.0,0.0,0.0,1,2006.0,1,1,1,1.0,30,1,1,1,2,2,0,1,1,0,1,2,22,7,7,2020,2.0,1,1,1,1,3,4
110425,60623,29.0,0.0,0.0,0.0,1,2003.0,1,3,2,5.0,30,1,1,1,2,2,0,1,1,0,1,2,22,7,7,2020,2.0,1,1,1,1,3,4
110501,60619,23.0,0.0,0.0,0.0,1,2000.0,1,2,1,1.0,30,2,1,1,2,1,0,1,1,0,1,2,1,1,7,2020,0.0,0,1,1,1,3,3
110502,60619,23.0,0.0,0.0,0.0,1,2020.0,1,1,1,5.0,30,2,1,1,2,1,0,1,1,0,1,2,1,1,7,2020,0.0,0,1,1,1,3,3
110523,0,36.0,-1.0,-1.0,0.0,1,2017.0,1,3,1,1.0,30,4,1,1,2,4,0,1,1,0,1,2,1,1,7,2020,1.0,1,1,1,1,3,4
110524,0,36.0,-1.0,-1.0,0.0,1,2013.0,1,3,1,7.0,30,4,1,1,2,4,0,1,1,0,1,2,1,1,7,2020,1.0,1,1,1,1,3,4
110525,60653,47.0,0.0,1.0,0.0,1,2017.0,1,3,1,1.0,30,4,1,1,2,4,0,1,1,0,1,2,1,1,7,2020,1.0,0,1,1,1,3,4
110526,60653,47.0,0.0,1.0,0.0,1,2013.0,1,3,1,7.0,30,4,1,1,2,4,0,1,1,0,1,2,1,1,7,2020,1.0,0,1,1,1,3,4
110589,0,36.0,0.0,-1.0,0.0,1,2013.0,1,4,1,10.0,30,1,1,1,2,1,1,1,1,0,2,2,4,1,7,2020,1.0,1,1,1,1,3,4
110590,60618,24.0,-1.0,-1.0,0.0,1,2010.0,1,3,1,1.0,30,1,1,1,2,1,1,1,1,0,2,2,4,1,7,2020,1.0,0,1,1,1,3,4
110591,60618,24.0,-1.0,-1.0,0.0,1,2013.0,1,4,1,10.0,30,1,1,1,2,1,1,1,1,0,2,2,4,1,7,2020,1.0,0,1,1,1,3,4
110619,0,36.0,0.0,3.0,0.0,1,2019.0,1,2,1,1.0,30,1,1,1,5,1,1,1,1,0,2,2,5,1,7,2020,1.0,0,1,1,1,3,4
110620,60644,27.0,0.0,0.0,0.0,1,2010.0,1,3,1,6.0,30,1,1,1,5,1,1,1,1,0,2,2,5,1,7,2020,1.0,0,1,1,1,3,4
110621,60644,27.0,0.0,0.0,0.0,1,2019.0,1,2,1,1.0,30,1,1,1,5,1,1,1,1,0,2,2,5,1,7,2020,1.0,0,1,1,1,3,4
110763,60629,49.0,0.0,0.0,0.0,1,2008.0,1,3,2,6.0,30,1,1,1,1,2,0,2,1,0,2,2,15,7,7,2020,0.0,1,1,1,0,1,3
110789,60169,33.0,0.0,0.0,0.0,1,2005.0,1,1,9,1.0,30,1,1,1,1,1,2,1,1,0,1,2,13,1,7,2020,0.0,1,1,1,0,3,3
111279,0,36.9,0.0,2.0,0.0,1,2011.0,1,2,4,3.0,35,1,1,1,1,9,14,1,1,0,1,2,6,7,7,2020,2.0,1,1,1,1,1,4
111281,60609,30.0,0.0,0.0,0.0,1,2011.0,1,2,4,3.0,35,1,1,1,1,9,14,1,1,0,1,2,6,7,7,2020,2.0,1,1,1,1,1,2
111344,60609,37.0,0.0,0.0,0.0,1,2020.0,3,2,1,3.0,30,1,1,1,1,4,5,1,1,0,2,2,10,7,7,2020,0.0,0,1,1,0,2,3
111407,60618,36.0,0.0,0.0,0.0,1,2015.0,1,4,1,4.0,30,1,1,1,1,4,2,1,1,0,2,2,11,7,7,2020,0.0,1,1,1,1,2,3
111575,60643,68.0,0.0,0.0,0.0,1,2016.0,2,3,1,2.0,30,1,0,1,1,3,0,1,1,0,1,2,15,7,7,2020,0.0,1,1,1,0,3,3
111582,0,36.0,0.0,1.0,0.0,1,2019.0,1,4,1,1.0,30,1,1,1,1,2,1,1,1,0,2,2,15,7,7,2020,1.0,1,1,1,1,3,4
111583,0,36.0,0.0,1.0,0.0,1,2013.0,1,2,4,1.0,30,1,1,1,1,2,1,1,1,0,2,2,15,7,7,2020,1.0,1,1,1,1,3,4
111584,60621,25.0,0.0,0.0,0.0,1,2019.0,1,4,1,1.0,30,1,1,1,1,2,1,1,1,0,2,2,15,7,7,2020,1.0,0,1,1,1,3,4
111585,60621,25.0,0.0,0.0,0.0,1,2013.0,1,2,4,1.0,30,1,1,1,1,2,1,1,1,0,2,2,15,7,7,2020,1.0,0,1,1,1,3,4
111728,60643,75.0,0.0,0.0,0.0,1,2011.0,1,4,1,9.0,35,1,1,1,1,7,2,1,1,0,2,2,16,7,7,2020,0.0,0,1,1,1,3,3
111751,60473,43.0,0.0,0.0,0.0,1,2020.0,1,4,1,1.0,35,1,1,1,1,3,2,1,1,0,1,2,16,7,7,2020,0.0,0,1,1,0,3,3
111752,60473,43.0,0.0,0.0,0.0,1,2010.0,2,4,1,2.0,35,1,1,1,1,3,2,1,1,0,1,2,16,7,7,2020,0.0,0,1,1,0,3,3
112005,60643,36.9,0.0,3.0,0.0,1,2011.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112006,60643,36.9,0.0,3.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112007,60643,36.9,0.0,3.0,0.0,1,2008.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112008,60643,36.9,0.0,3.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112009,60643,25.0,0.0,1.0,0.0,1,2011.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112010,60643,25.0,0.0,1.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112011,60643,25.0,0.0,1.0,0.0,1,2008.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112012,60643,25.0,0.0,1.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112013,60643,24.0,0.0,3.0,0.0,1,2011.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112014,60643,24.0,0.0,3.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112015,60643,24.0,0.0,3.0,0.0,1,2008.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112016,60643,24.0,0.0,3.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112017,60643,25.0,0.0,1.0,0.0,1,2011.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112018,60643,25.0,0.0,1.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112019,60643,25.0,0.0,1.0,0.0,1,2008.0,1,1,1,3.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112020,60643,25.0,0.0,1.0,0.0,1,2016.0,1,2,1,11.0,30,2,1,1,1,1,1,1,1,-1,2,2,17,7,7,2020,2.0,1,1,1,0,3,4
112324,35640,24.0,0.0,1.0,0.0,1,2018.0,1,3,1,5.0,35,1,1,1,2,7,1,1,1,0,1,2,1,7,7,2020,0.0,0,1,1,1,3,3
112325,35640,24.0,0.0,1.0,0.0,1,2013.0,1,1,3,5.0,35,1,1,1,2,7,1,1,1,0,1,2,1,7,7,2020,0.0,0,1,1,1,3,3
112503,60622,36.0,-1.0,0.0,0.0,1,2010.0,-1,3,-1,1.0,30,1,1,1,2,9,0,1,1,0,2,2,1,1,7,2020,1.0,1,1,1,1,2,2
112564,60622,36.0,0.0,8.0,0.0,1,2015.0,1,5,1,9.0,35,0,0,1,1,7,0,3,1,-1,4,2,13,4,7,2020,1.0,1,1,1,1,3,4
112565,60624,51.0,0.0,0.0,0.0,1,2015.0,2,7,1,12.0,35,0,0,1,1,7,0,3,1,-1,4,2,13,4,7,2020,1.0,0,1,1,1,3,4
112566,60624,51.0,0.0,0.0,0.0,1,2015.0,1,5,1,9.0,35,0,0,1,1,7,0,3,1,-1,4,2,13,4,7,2020,1.0,0,1,1,1,3,4
112601,60419,24.0,0.0,0.0,0.0,1,2005.0,1,1,1,1.0,30,1,1,1,1,1,0,1,1,0,1,2,13,1,7,2020,0.0,0,1,1,0,2,3
112602,60419,24.0,0.0,0.0,0.0,1,2014.0,2,2,1,8.0,30,1,1,1,1,1,0,1,1,0,1,2,13,1,7,2020,0.0,0,1,1,0,2,3
112744,60645,36.9,0.0,3.0,0.0,1,2011.0,1,1,1,4.0,30,1,1,1,3,2,2,1,1,0,2,2,0,2,7,2020,2.0,0,1,1,1,2,4
112745,60645,36.9,0.0,3.0,0.0,1,2019.0,1,1,2,4.0,30,1,1,1,3,2,2,1,1,0,2,2,0,2,7,2020,2.0,0,1,1,1,2,4
112746,60645,32.0,0.0,0.0,0.0,1,2011.0,1,1,1,4.0,30,1,1,1,3,2,2,1,1,0,2,2,0,2,7,2020,2.0,0,1,1,1,2,4
112747,60645,32.0,0.0,0.0,0.0,1,2019.0,1,1,2,4.0,30,1,1,1,3,2,2,1,1,0,2,2,0,2,7,2020,2.0,0,1,1,1,2,4
112762,60153,49.0,0.0,0.0,0.0,1,2015.0,2,4,3,9.0,30,1,1,1,2,4,0,1,1,0,1,2,21,1,7,2020,0.0,1,1,1,0,3,3
112763,60153,49.0,0.0,0.0,0.0,1,2011.0,1,4,3,11.0,30,1,1,1,2,4,0,1,1,0,1,2,21,1,7,2020,0.0,1,1,1,0,3,3
112826,60616,40.0,0.0,-1.0,0.0,1,2018.0,1,4,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112827,60616,40.0,0.0,-1.0,0.0,1,2001.0,1,3,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112828,60616,40.0,0.0,-1.0,0.0,1,2001.0,1,1,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112829,60616,36.9,0.0,1.0,0.0,1,2018.0,1,4,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112830,60616,36.9,0.0,1.0,0.0,1,2001.0,1,3,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112831,60616,36.9,0.0,1.0,0.0,1,2001.0,1,1,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112832,60623,25.0,0.0,-1.0,0.0,1,2018.0,1,4,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112833,60623,25.0,0.0,-1.0,0.0,1,2001.0,1,3,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112834,60623,25.0,0.0,-1.0,0.0,1,2001.0,1,1,1,1.0,30,0,0,1,1,1,1,1,1,-1,2,3,13,1,7,2020,2.0,0,1,1,1,3,4
112863,60623,36.9,0.0,3.0,0.0,1,2002.0,1,3,1,1.0,50,0,1,1,5,1,0,2,2,-1,1,2,8,2,7,2020,2.0,1,1,1,1,3,4
112864,60623,36.9,0.0,3.0,0.0,1,2017.0,4,2,1,3.0,50,0,1,1,5,1,0,2,2,-1,1,2,8,2,7,2020,2.0,1,1,1,1,3,4
112865,60076,36.0,0.0,0.0,0.0,1,2002.0,1,3,1,1.0,50,0,1,1,5,1,0,2,2,-1,1,2,8,2,7,2020,2.0,1,1,1,1,3,4
112866,60076,36.0,0.0,0.0,0.0,1,2017.0,4,2,1,3.0,50,0,1,1,5,1,0,2,2,-1,1,2,8,2,7,2020,2.0,1,1,1,1,3,4
112869,60649,40.0,0.0,0.0,0.0,1,2019.0,1,2,6,1.0,30,1,1,1,1,3,0,1,2,0,4,2,8,2,7,2020,0.0,1,1,1,0,3,3
112870,60649,40.0,0.0,0.0,0.0,1,2015.0,1,2,1,2.0,30,1,1,1,1,3,0,1,2,0,4,2,8,2,7,2020,0.0,1,1,1,0,3,3
112893,60649,36.9,0.0,5.0,0.0,1,2020.0,1,4,12,3.0,35,0,0,1,1,2,0,1,1,0,2,2,8,2,7,2020,2.0,0,1,1,1,3,4
112894,60649,36.9,0.0,5.0,0.0,1,2011.0,2,4,1,11.0,35,0,0,1,1,2,0,1,1,0,2,2,8,2,7,2020,2.0,0,1,1,1,3,4
112895,60652,45.0,0.0,0.0,0.0,1,2020.0,1,4,12,3.0,35,0,0,1,1,2,0,1,1,0,2,2,8,2,7,2020,2.0,0,1,1,1,3,4
112896,60652,45.0,0.0,0.0,0.0,1,2011.0,2,4,1,11.0,35,0,0,1,1,2,0,1,1,0,2,2,8,2,7,2020,2.0,0,1,1,1,3,4
112900,60619,40.0,0.0,0.0,0.0,1,2016.0,1,2,1,6.0,30,0,0,2,1,2,0,1,2,0,4,2,8,2,7,2020,0.0,0,1,1,0,3,3
112943,60163,29.0,0.0,0.0,0.0,1,2013.0,1,4,2,5.0,30,1,1,1,1,2,1,1,1,-1,2,2,9,2,7,2020,0.0,0,1,1,0,3,3
112992,60623,27.0,0.0,0.0,0.0,1,2006.0,1,2,3,3.0,30,1,1,3,1,2,0,1,1,0,2,2,11,2,7,2020,0.0,0,1,1,0,3,3
113545,60623,27.0,0.0,0.0,0.0,1,2018.0,1,3,1,1.0,30,2,1,1,1,11,0,1,1,0,1,2,16,5,7,2020,0.0,0,1,1,0,3,3
113616,60624,26.0,0.0,0.0,0.0,1,2015.0,1,3,2,3.0,30,1,1,1,2,2,1,1,1,0,2,2,3,1,7,2020,0.0,0,1,1,1,2,3
113623,60069,31.0,0.0,0.0,0.0,1,2013.0,2,4,3,2.0,35,1,1,1,2,3,5,1,1,0,2,2,3,1,7,2020,0.0,1,1,1,0,3,3
113791,60615,60.0,0.0,2.0,0.0,1,2018.0,1,4,1,1.0,30,2,1,1,1,9,1,1,1,0,1,2,7,1,7,2020,0.0,0,1,0,0,1,3
113798,60620,44.0,0.0,0.0,0.0,1,2005.0,2,3,1,1.0,30,1,1,1,1,3,2,1,1,0,1,3,14,1,7,2020,0.0,1,1,1,0,3,3
113799,60620,44.0,0.0,0.0,0.0,1,2002.0,1,3,3,2.0,30,1,1,1,1,3,2,1,1,0,1,3,14,1,7,2020,0.0,1,1,1,0,3,3
113800,60620,44.0,0.0,0.0,0.0,1,2020.0,2,3,3,2.0,30,1,1,1,1,3,2,1,1,0,1,3,14,1,7,2020,0.0,1,1,1,0,3,3
113945,60620,49.0,0.0,0.0,0.0,1,2012.0,1,4,3,5.0,30,1,1,1,1,4,2,1,1,0,1,2,17,1,7,2020,0.0,0,1,1,0,3,3
113969,60164,36.0,0.0,-1.0,0.0,1,2017.0,2,2,3,2.0,30,1,1,1,1,3,2,1,1,0,1,2,18,1,7,2020,1.0,1,1,1,0,3,4
113970,60805,56.0,0.0,0.0,0.0,1,2010.0,1,2,1,1.0,30,1,1,1,1,3,2,1,1,0,1,2,18,1,7,2020,1.0,0,1,1,0,3,4
113971,60805,56.0,0.0,0.0,0.0,1,2017.0,2,2,3,2.0,30,1,1,1,1,3,2,1,1,0,1,2,18,1,7,2020,1.0,0,1,1,0,3,4
114140,60164,36.9,-1.0,2.0,0.0,1,2011.0,1,3,1,1.0,25,0,0,1,2,5,3,1,1,0,3,2,22,1,7,2020,2.0,0,1,1,1,3,4
114142,60626,25.0,-1.0,0.0,0.0,1,2011.0,1,3,1,1.0,25,0,0,1,2,5,3,1,1,0,3,2,22,1,7,2020,2.0,1,1,1,1,3,0
114148,60164,36.9,0.0,8.0,0.0,1,2011.0,-1,1,4,-1.0,35,2,1,1,2,2,0,1,1,0,3,2,23,1,7,2020,2.0,0,0,0,1,1,4
114149,60164,36.9,0.0,8.0,0.0,1,1985.0,6,1,1,6.0,35,2,1,1,2,2,0,1,1,0,3,2,23,1,7,2020,2.0,0,0,0,1,1,4
114150,32303,29.0,0.0,0.0,0.0,1,2011.0,-1,1,4,-1.0,35,2,1,1,2,2,0,1,1,0,3,2,23,1,7,2020,2.0,1,0,0,1,1,4
114151,32303,29.0,0.0,0.0,0.0,1,1985.0,6,1,1,6.0,35,2,1,1,2,2,0,1,1,0,3,2,23,1,7,2020,2.0,1,0,0,1,1,4
114266,60164,36.0,0.0,1.0,0.0,1,2006.0,1,2,1,6.0,30,2,1,1,1,1,0,1,1,0,2,2,15,1,7,2020,1.0,1,1,1,0,3,4
114268,60624,36.0,0.0,0.0,0.0,1,2006.0,1,2,1,6.0,30,2,1,1,1,1,0,1,1,0,2,2,15,1,7,2020,1.0,0,1,1,0,3,4
114269,60624,36.0,0.0,0.0,0.0,1,2010.0,4,1,1,1.0,30,2,1,1,1,1,0,1,1,0,2,2,15,1,7,2020,1.0,0,1,1,0,3,4
114302,60164,38.0,0.0,4.0,0.0,1,2010.0,1,2,1,1.0,30,1,1,1,2,3,0,1,1,0,2,2,21,1,7,2020,3.0,1,1,1,0,2,4
114303,60164,38.0,0.0,4.0,0.0,1,2015.0,1,2,1,2.0,30,1,1,1,2,3,0,1,1,0,2,2,21,1,7,2020,3.0,1,1,1,0,2,4
114304,60643,34.0,0.0,0.0,0.0,1,2010.0,1,2,1,1.0,30,1,1,1,2,3,0,1,1,0,2,2,21,1,7,2020,3.0,0,1,1,0,2,4
114305,60643,34.0,0.0,0.0,0.0,1,2015.0,1,2,1,2.0,30,1,1,1,2,3,0,1,1,0,2,2,21,1,7,2020,3.0,0,1,1,0,2,4
114451,60616,30.0,0.0,0.0,0.0,1,2020.0,2,3,3,9.0,30,1,1,1,2,4,0,1,1,0,1,2,20,7,7,2020,0.0,1,1,1,0,3,3
114452,60616,30.0,0.0,0.0,0.0,1,2019.0,1,3,3,11.0,30,1,1,1,2,4,0,1,1,0,1,2,20,7,7,2020,0.0,1,1,1,0,3,3
114513,60164,38.0,0.0,3.0,0.0,1,2001.0,1,-1,1,1.0,30,1,1,1,2,6,1,1,1,0,1,2,2,1,7,2020,3.0,0,1,1,1,3,4
114514,60164,38.0,0.0,3.0,0.0,1,2015.0,1,-1,1,9.0,30,1,1,1,2,6,1,1,1,0,1,2,2,1,7,2020,3.0,0,1,1,1,3,4
114515,60636,24.0,0.0,1.0,0.0,1,2001.0,1,-1,1,1.0,30,1,1,1,2,6,1,1,1,0,1,2,2,1,7,2020,3.0,1,1,1,1,3,4
114516,60636,24.0,0.0,1.0,0.0,1,2015.0,1,-1,1,9.0,30,1,1,1,2,6,1,1,1,0,1,2,2,1,7,2020,3.0,1,1,1,1,3,4
114587,60647,37.0,0.0,0.0,0.0,1,2017.0,2,3,1,7.0,30,1,1,1,2,1,0,1,1,0,3,2,21,1,7,2020,0.0,0,1,1,1,3,4
114818,60647,56.0,1.0,12.0,0.0,1,2011.0,2,1,1,-1.0,35,1,1,1,2,9,0,1,1,0,1,2,0,3,7,2020,2.0,1,1,1,1,1,2
114827,60626,31.0,0.0,0.0,0.0,1,2013.0,1,6,2,3.0,30,2,1,1,1,2,0,1,1,0,4,2,19,2,7,2020,0.0,1,1,1,1,2,4
114927,60620,19.0,0.0,0.0,0.0,1,2011.0,1,1,1,1.0,30,1,1,1,5,9,1,1,1,0,1,2,20,2,7,2020,2.0,1,1,1,1,3,2
114968,60608,44.0,0.0,0.0,0.0,1,2019.0,3,1,1,4.0,30,1,1,1,2,6,1,1,1,-1,1,2,2,3,7,2020,0.0,1,1,1,1,3,4
115289,55060,27.0,0.0,0.0,0.0,1,2011.0,1,2,1,3.0,30,2,1,1,1,1,0,1,1,0,2,2,13,2,7,2020,0.0,0,1,1,0,3,4
115644,60651,20.0,0.0,0.0,0.0,1,1997.0,1,4,4,4.0,30,1,1,1,1,2,1,1,1,0,3,2,18,3,7,2020,0.0,0,1,1,1,2,3
115645,60651,20.0,0.0,0.0,0.0,1,2005.0,1,4,4,3.0,30,1,1,1,1,2,1,1,1,0,3,2,18,3,7,2020,0.0,0,1,1,1,2,3
115693,60620,50.0,0.0,0.0,0.0,1,2008.0,1,3,2,4.0,30,1,1,1,1,2,2,1,1,0,2,2,17,3,7,2020,0.0,1,1,1,0,3,3
115825,60623,72.0,1.0,-1.0,0.0,1,2010.0,-1,1,-1,-1.0,25,2,1,1,2,9,1,1,1,0,1,2,2,2,7,2020,3.0,1,1,1,1,3,2
115837,60564,64.0,0.0,0.0,0.0,1,2018.0,1,1,1,5.0,30,0,0,1,1,4,3,1,1,0,1,2,7,2,7,2020,0.0,0,0,1,1,3,3
115856,60616,87.0,0.0,0.0,0.0,1,2007.0,1,2,1,6.0,30,1,1,1,1,1,1,1,1,0,1,2,8,2,7,2020,0.0,1,1,1,1,3,4
115857,60616,87.0,0.0,0.0,0.0,1,2005.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,0,1,2,8,2,7,2020,0.0,1,1,1,1,3,4
115868,60645,57.0,0.0,4.0,0.0,1,2016.0,1,5,2,1.0,30,1,1,1,1,2,1,1,1,-1,2,3,8,2,7,2020,0.0,0,1,1,0,3,3
115869,60645,57.0,0.0,4.0,0.0,1,2010.0,1,1,3,1.0,30,1,1,1,1,2,1,1,1,-1,2,3,8,2,7,2020,0.0,0,1,1,0,3,3
115954,60623,51.0,0.0,5.0,0.0,1,2002.0,-1,4,1,5.0,30,1,1,1,1,2,0,1,1,0,2,2,11,2,7,2020,2.0,0,1,1,1,3,4
115955,60623,51.0,0.0,5.0,0.0,1,2008.0,1,4,4,3.0,30,1,1,1,1,2,0,1,1,0,2,2,11,2,7,2020,2.0,0,1,1,1,3,4
115956,60623,29.0,0.0,0.0,0.0,1,2002.0,-1,4,1,5.0,30,1,1,1,1,2,0,1,1,0,2,2,11,2,7,2020,2.0,0,1,1,1,3,4
115957,60623,29.0,0.0,0.0,0.0,1,2008.0,1,4,4,3.0,30,1,1,1,1,2,0,1,1,0,2,2,11,2,7,2020,2.0,0,1,1,1,3,4
116326,60620,33.0,0.0,1.0,0.0,1,2013.0,1,3,2,3.0,35,1,1,1,1,2,0,1,1,0,1,2,16,2,7,2020,0.0,0,1,1,0,3,3
116327,60620,33.0,0.0,1.0,0.0,1,2014.0,1,3,1,10.0,35,1,1,1,1,2,0,1,1,0,1,2,16,2,7,2020,0.0,0,1,1,0,3,3
116568,60438,59.0,0.0,0.0,0.0,1,2016.0,1,2,1,5.0,35,1,1,1,2,2,4,1,1,0,1,2,22,2,7,2020,0.0,1,1,1,0,3,3
116674,60608,19.0,1.0,1.0,0.0,1,2011.0,-1,2,1,1.0,30,1,-1,1,2,9,0,1,1,0,1,2,23,2,7,2020,2.0,0,1,1,0,3,2
116707,60181,54.0,0.0,0.0,0.0,1,2007.0,8,3,3,12.0,30,1,1,1,1,2,1,1,1,0,1,2,7,6,7,2020,0.0,1,1,1,1,3,3
116710,60655,57.0,0.0,0.0,0.0,1,2012.0,3,2,1,3.0,35,1,1,1,1,4,0,1,1,0,2,2,14,6,7,2020,0.0,0,1,1,1,3,4
116969,60476,33.0,0.0,0.0,0.0,1,2013.0,1,4,1,5.0,30,2,1,1,1,3,0,1,1,0,2,3,13,3,7,2020,0.0,1,1,1,0,2,3
116972,60103,24.0,0.0,0.0,0.0,1,2013.0,1,4,1,5.0,30,2,1,1,1,3,0,1,1,0,2,3,13,3,7,2020,0.0,1,1,1,0,2,3
117267,53142,56.0,0.0,0.0,0.0,1,2010.0,2,2,1,1.0,30,2,1,1,2,3,0,1,1,0,2,2,20,3,7,2020,0.0,0,1,1,0,3,3
117482,60478,34.0,0.0,0.0,0.0,1,2005.0,1,4,2,1.0,30,2,1,1,1,2,2,1,1,0,2,2,9,3,7,2020,0.0,1,1,1,0,3,3
117588,60426,27.0,0.0,3.0,0.0,1,2013.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,1,1,0,0,3,4
117589,60426,27.0,0.0,3.0,0.0,1,2013.0,1,4,1,3.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,1,1,0,0,3,4
117590,60426,27.0,0.0,3.0,0.0,1,2013.0,1,4,1,3.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,1,1,0,0,3,4
117591,60104,58.0,0.0,0.0,0.0,1,2013.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,1,1,0,0,3,4
117592,60104,58.0,0.0,0.0,0.0,1,2013.0,1,4,1,3.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,1,1,0,0,3,4
117593,60104,58.0,0.0,0.0,0.0,1,2013.0,1,4,1,3.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,1,1,0,0,3,4
117594,60042,28.0,0.0,0.0,0.0,1,2013.0,1,1,1,1.0,30,1,1,1,1,1,1,1,1,-1,2,3,15,3,7,2020,3.0,0,1,0,0,3,4
